,id,title,description,year,overview,genres,desc02,img_link
26558,99861,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.A New Age Has Come.",2015,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","['Action', 'Adventure', 'Science Fiction']",when tony stark tries to jumpstart a dormant peacekeeping program things go awry and earth’s mightiest heroes are put to the ultimate test as the fate of the planet hangs in the balance as the villainous ultron emerges it is up to the avengers to stop him from enacting his terrible plans and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventurea new age has come,https://www.themoviedb.org/movie/99861
26562,102899,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.Heroes don't get any bigger.",2015,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","['Science Fiction', 'Action', 'Adventure']",armed with the astonishing ability to shrink in scale but increase in strength master thief scott lang must embrace his innerhero and help his mentor doctor hank pym protect the secret behind his spectacular antman suit from a new generation of towering threats against seemingly insurmountable obstacles pym and lang must plan and pull off a heist that will save the worldheroes dont get any bigger,https://www.themoviedb.org/movie/102899
26563,166424,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.Change is coming.",2015,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.","['Action', 'Adventure', 'Science Fiction']",four young outsiders teleport to a dangerous universe which alters their physical form in shocking ways their lives irrevocably upended the team must learn to harness their daunting new abilities and work together to save earth from a former friend turned enemychange is coming,https://www.themoviedb.org/movie/166424
27478,216015,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.Are you curious?",2015,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","['Drama', 'Romance', 'Thriller']",when college senior anastasia steele steps in for her sick roommate to interview prominent businessman christian grey for their campus paper little does she realize the path her life will take christian as enigmatic as he is rich and powerful finds himself strangely drawn to ana and she to him though sexually inexperienced ana plunges headlong into an affair  and learns that christians true sexual proclivities push the boundaries of pain and pleasureare you curious,https://www.themoviedb.org/movie/216015
27665,272693,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.You either know one, you have one, or you are one.",2015,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","['Romance', 'Comedy']",biancas universe turns upside down when she learns that her high school refers to her as a ‘duff designated ugly fat friend hoping to erase that label she enlists the help of a charming jock and her favorite teacher together theyll face the schools mean girl and remind everyone that we are all someones duff… and thats totally fineyou either know one you have one or you are one,https://www.themoviedb.org/movie/272693
27815,227719,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.Today is better the second time around",2015,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.","['Science Fiction', 'Thriller']",a group of teens discover secret plans of a time machine and construct one however things start to get out of controltoday is better the second time around,https://www.themoviedb.org/movie/227719
27816,321594,Louis C.K.: Live at The Comedy Store,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York.",2015,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York.",['Comedy'],this material was developed and prepared over the last year or so mostly in comedy clubs this special kind of goes back to when he used to just make noises and be funny for no particular reason it felt right to him to shoot this special in a club to give it that live immediate intimate feeling the show is about an hour long the opening act who is seen at the beginning good place for an opening act is jay london one of his favorite club comics going way back to the late  when he first started in working in new york,https://www.themoviedb.org/movie/321594
27819,167073,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.Two countries, two loves, one heart",2015,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.","['Drama', 'Romance']",in  ireland and new york young ellis lacey has to choose between two men and two countriestwo countries two loves one heart,https://www.themoviedb.org/movie/167073
27822,249688,The End of the Tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'Imagine the greatest conversation you've ever had.",2015,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",['Drama'],the story of the fiveday interview between rolling stone reporter david lipsky and acclaimed novelist david foster wallace which took place right after the  publication of wallaces groundbreaking epic novel infinite jestimagine the greatest conversation youve ever had,https://www.themoviedb.org/movie/249688
27827,310121,I'll See You in My Dreams,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",2015,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.","['Drama', 'Comedy']",a sudden loss disrupts carol’s orderly life propelling her into the dating world for the first time in  years finally living in the present tense she finds herself swept up in not one but two unexpected relationships that challenge her assumptions about what it means to grow old,https://www.themoviedb.org/movie/310121
27833,245706,True Story,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.Some mysteries are beyond belief.",2015,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.","['Crime', 'Drama', 'Mystery']",a drama centered around the relationship between journalist michael finkel and christian longo an fbi most wanted list murderer who for years lived outside the us under finkels namesome mysteries are beyond belief,https://www.themoviedb.org/movie/245706
27837,319070,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"A look at the history of the American comedy publication and production company, National Lampoon, from its beginning in the 1970s to 2010, featuring rare and never before seen footage, this is the mind boggling story of The National Lampoon from its subversive and electrifying beginnings, to rebirth as an unlikely Hollywood heavyweight, and beyond. A humour empire like no other, the impact of the magazines irreverent, often shocking, sensibility was nothing short of seismic: this is an institution whose (drunk stoned brilliant) alumni left their fingerprints all over popular culture. Both insanely great and breathtakingly innovative, The National Lampoon created the foundation of modern comic sensibility by setting the bar in comedy impossibly high.If You Don't See This Documentary, We'll Shoot This Dog",2015,"A look at the history of the American comedy publication and production company, National Lampoon, from its beginning in the 1970s to 2010, featuring rare and never before seen footage, this is the mind boggling story of The National Lampoon from its subversive and electrifying beginnings, to rebirth as an unlikely Hollywood heavyweight, and beyond. A humour empire like no other, the impact of the magazines irreverent, often shocking, sensibility was nothing short of seismic: this is an institution whose (drunk stoned brilliant) alumni left their fingerprints all over popular culture. Both insanely great and breathtakingly innovative, The National Lampoon created the foundation of modern comic sensibility by setting the bar in comedy impossibly high.","['History', 'Comedy', 'Documentary']",a look at the history of the american comedy publication and production company national lampoon from its beginning in the  to  featuring rare and never before seen footage this is the mind boggling story of the national lampoon from its subversive and electrifying beginnings to rebirth as an unlikely hollywood heavyweight and beyond a humour empire like no other the impact of the magazines irreverent often shocking sensibility was nothing short of seismic this is an institution whose drunk stoned brilliant alumni left their fingerprints all over popular culture both insanely great and breathtakingly innovative the national lampoon created the foundation of modern comic sensibility by setting the bar in comedy impossibly highif you dont see this documentary well shoot this dog,https://www.themoviedb.org/movie/319070
27841,318224,Going Clear: Scientology and the Prison of Belief,"Going Clear intimately profiles eight former members of the Church of Scientology, shining a light on how they attract true believers and the things they do in the name of religion.",2015,"Going Clear intimately profiles eight former members of the Church of Scientology, shining a light on how they attract true believers and the things they do in the name of religion.",['Documentary'],going clear intimately profiles eight former members of the church of scientology shining a light on how they attract true believers and the things they do in the name of religion,https://www.themoviedb.org/movie/318224
27844,318225,Tig,"An intimate, mixed media documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. This documentary explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love. This film is a hybrid of comedy and drama that captures a personal journey about facing crisis head on with honesty and grace and overcoming pain and suffering with the healing power of comedy. It's a story about moving forward during a period of your life when you don't know what is going to happen. When you are willing to risk it all for what you believe is the right thing to do and for what you want to happen in this life.",2015,"An intimate, mixed media documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. This documentary explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love. This film is a hybrid of comedy and drama that captures a personal journey about facing crisis head on with honesty and grace and overcoming pain and suffering with the healing power of comedy. It's a story about moving forward during a period of your life when you don't know what is going to happen. When you are willing to risk it all for what you believe is the right thing to do and for what you want to happen in this life.",['Documentary'],an intimate mixed media documentary that follows tig notaro a los angeles based comedian who just days after being diagnosed with invasive stage ii breast cancer changed the course of her career with a poignant standup set that became legendary overnight this documentary explores tigs extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways all the while continuing to battle a lifethreatening illness and falling in love this film is a hybrid of comedy and drama that captures a personal journey about facing crisis head on with honesty and grace and overcoming pain and suffering with the healing power of comedy its a story about moving forward during a period of your life when you dont know what is going to happen when you are willing to risk it all for what you believe is the right thing to do and for what you want to happen in this life,https://www.themoviedb.org/movie/318225
27847,318044,"What Happened, Miss Simone?","The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.Her story. Her voice.",2015,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.","['Documentary', 'Music']",the film chronicles nina simones journey from child piano prodigy to iconic musician and passionate activist told in her own wordsher story her voice,https://www.themoviedb.org/movie/318044
27862,308638,The D Train,"With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.Every reunion needs a hero",2015,"With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.","['Drama', 'Comedy']",with his  reunion looming dan can’t shake his high school insecurities in a misguided mission to prove he’s changed dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turnevery reunion needs a hero,https://www.themoviedb.org/movie/308638
27864,308639,Dope,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.It's hard out here for a geek.",2015,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.","['Crime', 'Drama', 'Comedy']",malcolm is carefully surviving life in a tough neighborhood in los angeles while juggling college applications academic interviews and the sat a chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek to being dope to ultimately being himselfits hard out here for a geek,https://www.themoviedb.org/movie/308639
27866,308369,Me and Earl and the Dying Girl,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.A Little Friendship Never Killed Anyone.",2015,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.","['Comedy', 'Drama']",greg is coasting through senior year of high school as anonymously as possible avoiding social interactions like the plague while secretly making spirited bizarre films with earl his only friend but both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemiaa little friendship never killed anyone,https://www.themoviedb.org/movie/308369
27867,308024,The Overnight,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family “playdate” becomes increasingly interesting as the night goes on.Get into the swing of things",2015,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family “playdate” becomes increasingly interesting as the night goes on.","['Mystery', 'Comedy']",alex emily and their son rj are new to los angeles a chance meeting at the park introduces them to the mysterious kurt charlotte and max a family “playdate” becomes increasingly interesting as the night goes onget into the swing of things,https://www.themoviedb.org/movie/308024
27868,308027,"People, Places, Things","Will Henry is a newly single graphic novelist balancing being a parent to his young twin daughters and teaching a classroom full of college students, all the while trying to navigate the rich complexities of new love and letting go of the woman who left him.",2015,"Will Henry is a newly single graphic novelist balancing being a parent to his young twin daughters and teaching a classroom full of college students, all the while trying to navigate the rich complexities of new love and letting go of the woman who left him.",['Comedy'],will henry is a newly single graphic novelist balancing being a parent to his young twin daughters and teaching a classroom full of college students all the while trying to navigate the rich complexities of new love and letting go of the woman who left him,https://www.themoviedb.org/movie/308027
27871,308032,The Stanford Prison Experiment,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.They were given 2 weeks. It lasted 6 days.,2015,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,"['Thriller', 'Drama']",this film is based on the actual events that took place in  when stanford professor dr philip zimbardo created what became one of the most shocking and famous social experiments of all timethey were given  weeks it lasted  days,https://www.themoviedb.org/movie/308032
28131,273248,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.No one comes up here without a damn good reason.,2015,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,"['Crime', 'Drama', 'Mystery', 'Western']",bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deceptionno one comes up here without a damn good reason,https://www.themoviedb.org/movie/273248
28171,286565,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.Get Lost. Get Found.",2015,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.","['Drama', 'Mystery', 'Romance']",quentin jacobsen has spent a lifetime loving the magnificently adventurous margo roth spiegelman from afar so when she cracks open a window and climbs back into his lifedressed like a ninja and summoning him for an ingenious campaign of revengehe follows after their allnighter ends and a new day breaks q arrives at school to discover that margo always an enigma has now become a mystery but q soon learns that there are cluesand theyre for him urged down a disconnected path the closer he gets the less q sees of the girl he thought he knewget lost get found,https://www.themoviedb.org/movie/286565
